timestamp;consumer1;pv1;thermal_user1;consumer2;pv2;thermal_user2
2023.01.01 0:00;0.064;0;0;0.045;0;0.013
2023.01.01 0:15;0.064;0;0;0.068;0;0.003
2023.01.01 0:30;0.036;0;0.001;0.063;0;0.003
2023.01.01 0:45;0.092;0;0;0.04;0;0.003
2023.01.01 1:00;0.036;0;0;0.048;0;0.008
2023.01.01 1:15;0.088;0;0;0.025;0;0.045
2023.01.01 1:30;0.04;0;0;0.033;0;0.045
2023.01.01 1:45;0.052;0;0.001;0.053;0;0.008
2023.01.01 2:00;0.076;0;0;0.02;0;0.003
2023.01.01 2:15;0.04;0;0;0.018;0;0.003
2023.01.01 2:30;0.084;0;0;0.023;0;0.025
2023.01.01 2:45;0.04;0;0;0.04;0;0.015
2023.01.01 3:00;0.068;0;0.001;0.068;0;0.003
2023.01.01 3:15;0.06;0;0;0.025;0;0.003
2023.01.01 3:30;0.036;0;0;0.023;0;0.033
2023.01.01 3:45;0.088;0;0;0.023;0;0.02
2023.01.01 4:00;0.04;0;0;0.018;0;0.045
2023.01.01 4:15;0.08;0;0.001;0.05;0;0.01
2023.01.01 4:30;0.064;0;0;0.03;0;0.003
2023.01.01 4:45;0.044;0;0;0.038;0;0.003
2023.01.01 5:00;0.084;0;0;0.028;0;0.003
2023.01.01 5:15;0.036;0;0;0.02;0;0.018
2023.01.01 5:30;0.088;0;0.001;0.043;0;0.033
2023.01.01 5:45;0.04;0;0;0.038;0;0.038
2023.01.01 6:00;0.056;0;0;0.02;0;0.003
2023.01.01 6:15;0.12;0;0;0.018;0;0.003
2023.01.01 6:30;0.072;0;0;0.033;0;0.005
2023.01.01 6:45;0.116;0;0.001;0.078;0;0
2023.01.01 7:00;0.164;0;0;0.1;0;0
2023.01.01 7:15;0.376;0.0007;0;0.068;0.00063;0
2023.01.01 7:30;0.304;0.0043;0;0.053;0.00387;0
2023.01.01 7:45;0.208;0.0097;0;0.055;0.00873;0
2023.01.01 8:00;0.088;0.016;0.001;0.053;0.0144;0
2023.01.01 8:15;0.072;0.024;0;0.063;0.0216;0
2023.01.01 8:30;0.068;0.0293;0;0.08;0.02637;0
2023.01.01 8:45;0.04;0.0712;0;0.073;0.06408;0
2023.01.01 9:00;0.088;0.1326;0;0.058;0.11934;0.018
2023.01.01 9:15;0.044;0.0797;0.001;0.055;0.07173;0.01
2023.01.01 9:30;0.092;0.1299;0;0.088;0.11691;0.03
2023.01.01 9:45;0.04;0.1252;0;0.1;0.11268;0.028
2023.01.01 10:00;0.056;0.0927;0;0.413;0.08343;0.003
2023.01.01 10:15;0.084;0.0943;0;0.375;0.08487;0
2023.01.01 10:30;0.076;0.1915;0;0.183;0.17235;0
2023.01.01 10:45;0.152;0.1193;0.001;0.133;0.10737;0
2023.01.01 11:00;0.14;0.0855;0;0.163;0.07695;0
2023.01.01 11:15;0.264;0.1046;0;0.123;0.09414;0
2023.01.01 11:30;0.268;0.1676;0.658;0.118;0.15084;0
2023.01.01 11:45;0.196;0.167;0.71;0.113;0.1503;0
2023.01.01 12:00;0.16;0.1137;0.682;0.128;0.10233;0
2023.01.01 12:15;0.216;0.0481;0.685;0.18;0.04329;0
2023.01.01 12:30;0.276;0.0405;0.026;0.105;0.03645;0
2023.01.01 12:45;0.26;0.0314;0;0.073;0.02826;0
2023.01.01 13:00;0.048;0.0184;0;0.078;0.01656;0.005
2023.01.01 13:15;0.068;0.0138;0;0.058;0.01242;0.005
2023.01.01 13:30;0.072;0.0115;0;0.115;0.01035;0.008
2023.01.01 13:45;0.044;0.0115;0;0.078;0.01035;0.053
2023.01.01 14:00;0.092;0.0195;0.684;0.078;0.01755;0.055
2023.01.01 14:15;0.04;0.0222;0.715;0.1;0.01998;0.005
2023.01.01 14:30;0.192;0.0217;0.186;0.075;0.01953;0.003
2023.01.01 14:45;0.264;0.0146;0;0.098;0.01314;0.003
2023.01.01 15:00;0.268;0.0066;0;0.108;0.00594;0
2023.01.01 15:15;0.284;0.0027;0;0.07;0.00243;0
2023.01.01 15:30;0.24;0.0015;0;0.058;0.00135;0
2023.01.01 15:45;0.312;0.0008;0;0.058;0.00072;0
2023.01.01 16:00;0.316;0.0008;0;0.088;0.00072;0
2023.01.01 16:15;0.316;0;0;0.093;0;0
2023.01.01 16:30;0.284;0;0.001;0.063;0;0
2023.01.01 16:45;0.312;0;0;0.055;0;0
2023.01.01 17:00;0.396;0;0;0.045;0;0
2023.01.01 17:15;0.192;0;0;0.095;0;0
2023.01.01 17:30;0.156;0;0;0.29;0;0
2023.01.01 17:45;0.576;0;0;0.178;0;0
2023.01.01 18:00;0.28;0;0;0.058;0;0
2023.01.01 18:15;0.116;0;0;0.045;0;0
2023.01.01 18:30;0.116;0;0;0.07;0;0
2023.01.01 18:45;0.096;0;0;0.088;0;0
2023.01.01 19:00;0.156;0;0;0.145;0;0
2023.01.01 19:15;0.096;0;0.001;0.213;0;0
2023.01.01 19:30;0.1;0;0;0.22;0;0
2023.01.01 19:45;0.08;0;0;0.29;0;0
2023.01.01 20:00;0.072;0;0;0.253;0;0
2023.01.01 20:15;0.112;0;0;0.35;0;0
2023.01.01 20:30;0.052;0;0;0.34;0;0
2023.01.01 20:45;0.088;0;0.001;0.303;0;0
2023.01.01 21:00;0.064;0;0;0.355;0;0.01
2023.01.01 21:15;0.056;0;0;0.303;0;0.005
2023.01.01 21:30;0.152;0;0;0.29;0;0.008
2023.01.01 21:45;0.064;0;0;0.263;0;0.005
2023.01.01 22:00;0.108;0;0.684;0.255;0;0.053
2023.01.01 22:15;0.052;0;0.705;0.18;0;0.04
2023.01.01 22:30;0.092;0;0.028;0.135;0;0.005
2023.01.01 22:45;0.044;0;0;0.115;0;0.008
2023.01.01 23:00;0.096;0;0;0.088;0;0.02
2023.01.01 23:15;0.044;0;0.001;0.078;0;0.008
2023.01.01 23:30;0.092;0;0.693;0.06;0;0.04
2023.01.01 23:45;0.044;0;0.719;0.07;0;0.008
2023.01.02 0:00;0.092;0;0.644;0.078;0;0.015
2023.01.02 0:15;0.044;0;0;0.06;0;0.038
2023.01.02 0:30;0.084;0;0.001;0.043;0;0.003
2023.01.02 0:45;0.056;0;0;0.048;0;0.018
2023.01.02 1:00;0.056;0;0;0.063;0;0.023
2023.01.02 1:15;0.08;0;0;0.078;0;0.008
2023.01.02 1:30;0.044;0;0.001;0.033;0;0.013
2023.01.02 1:45;0.096;0;0;0.03;0;0.003
2023.01.02 2:00;0.04;0;0;0.033;0;0.003
2023.01.02 2:15;0.08;0;0;0.043;0;0.06
2023.01.02 2:30;0.056;0;0;0.065;0;0.025
2023.01.02 2:45;0.04;0;0.001;0.035;0;0.003
2023.01.02 3:00;0.092;0;0;0.053;0;0.003
2023.01.02 3:15;0.04;0;0;0.038;0;0.003
2023.01.02 3:30;0.088;0;0;0.035;0;0.015
2023.01.02 3:45;0.048;0;0;0.063;0;0.028
2023.01.02 4:00;0.044;0;0.001;0.043;0;0.018
2023.01.02 4:15;0.088;0;0;0.033;0;0.005
2023.01.02 4:30;0.04;0;0;0.03;0;0.038
2023.01.02 4:45;0.092;0;0;0.045;0;0.008
2023.01.02 5:00;0.044;0;0;0.068;0;0.03
2023.01.02 5:15;0.06;0;0;0.05;0;0.01
2023.01.02 5:30;0.168;0;0.001;0.03;0;0.003
2023.01.02 5:45;0.136;0;0;0.03;0;0.003
2023.01.02 6:00;0.724;0;0;0.02;0;0.005
2023.01.02 6:15;1.632;0;0;0.033;0;0.01
2023.01.02 6:30;0.528;0;0;0.058;0;0.065
2023.01.02 6:45;0.192;0;0;0.045;0;0
2023.01.02 7:00;0.324;0;0.001;0.023;0;0
2023.01.02 7:15;0.208;0.0006;0;0.018;0.00054;0
2023.01.02 7:30;0.16;0.0046;0;0.023;0.00414;0
2023.01.02 7:45;0.216;0.0114;0;0.053;0.01026;0
2023.01.02 8:00;0.06;0.017;0;0.04;0.0153;0
2023.01.02 8:15;0.116;0.022;0;0.045;0.0198;0
2023.01.02 8:30;0.128;0.0332;0.001;0.085;0.02988;0
2023.01.02 8:45;0.076;0.0792;0;0.1;0.07128;0
2023.01.02 9:00;0.06;0.1048;0;0.07;0.09432;0.025
2023.01.02 9:15;0.04;0.1465;0;0.103;0.13185;0.04
2023.01.02 9:30;0.092;0.1701;0;0.105;0.15309;0.008
2023.01.02 9:45;0.04;0.1816;0;0.108;0.16344;0.005
2023.01.02 10:00;0.076;0.2018;0;0.108;0.18162;0
2023.01.02 10:15;0.248;0.2111;0;0.115;0.18999;0
2023.01.02 10:30;0.364;0.224;0;0.168;0.2016;0
2023.01.02 10:45;0.34;0.2414;0;0.135;0.21726;0
2023.01.02 11:00;0.272;0.1856;0;0.128;0.16704;0
2023.01.02 11:15;0.356;0.1766;0.001;0.13;0.15894;0
2023.01.02 11:30;0.168;0.238;0.708;0.143;0.2142;0
2023.01.02 11:45;0.2;0.229;0.738;0.145;0.2061;0
2023.01.02 12:00;0.212;0.2132;0.71;0.168;0.19188;0
2023.01.02 12:15;0.168;0.2355;0.683;0.17;0.21195;0
2023.01.02 12:30;0.204;0.1955;0.027;0.098;0.17595;0
2023.01.02 12:45;0.164;0.2296;0;0.055;0.20664;0
2023.01.02 13:00;0.12;0.1775;0.001;0.07;0.15975;0.045
2023.01.02 13:15;0.056;0.1707;0;0.115;0.15363;0.005
2023.01.02 13:30;0.064;0.1454;0;0.073;0.13086;0.033
2023.01.02 13:45;0.088;0.2129;0;0.053;0.19161;0.018
2023.01.02 14:00;0.052;0.1811;0.703;0.053;0.16299;0.008
2023.01.02 14:15;0.104;0.1265;0.73;0.103;0.11385;0.018
2023.01.02 14:30;0.052;0.1166;0.721;0.163;0.10494;0.03
2023.01.02 14:45;0.08;0.0624;0.705;0.163;0.05616;0.01
2023.01.02 15:00;0.156;0.0523;0.028;0.078;0.04707;0
2023.01.02 15:15;0.216;0.0524;0;0.07;0.04716;0
2023.01.02 15:30;1.208;0.03;0;0.07;0.027;0
2023.01.02 15:45;0.516;0.0081;0;0.07;0.00729;0
2023.01.02 16:00;0.28;0.0008;0;0.1;0.00072;0
2023.01.02 16:15;0.28;0;0;0.095;0;0
2023.01.02 16:30;0.612;0;0.001;0.063;0;0
2023.01.02 16:45;0.552;0;0;0.048;0;0
2023.01.02 17:00;0.324;0;0;0.04;0;0
2023.01.02 17:15;0.368;0;0;0.06;0;0
2023.01.02 17:30;0.328;0;0;0.078;0;0
2023.01.02 17:45;0.456;0;0.001;0.103;0;0
2023.01.02 18:00;0.672;0;0;0.113;0;0
2023.01.02 18:15;0.288;0;0;0.08;0;0
2023.01.02 18:30;0.144;0;0;0.093;0;0
2023.01.02 18:45;0.084;0;0;0.1;0;0
2023.01.02 19:00;0.116;0;0;0.073;0;0
2023.01.02 19:15;0.128;0;0;0.075;0;0
2023.01.02 19:30;0.092;0;0.001;0.073;0;0
2023.01.02 19:45;0.148;0;0;0.178;0;0
2023.01.02 20:00;0.076;0;0;0.145;0;0
2023.01.02 20:15;0.104;0;0;0.115;0;0
2023.01.02 20:30;0.136;0;0;0.095;0;0
2023.01.02 20:45;0.088;0;0;0.193;0;0
2023.01.02 21:00;0.264;0;0.001;0.518;0;0.03
2023.01.02 21:15;0.092;0;0;0.443;0;0.023
2023.01.02 21:30;0.18;0;0;0.253;0;0.023
2023.01.02 21:45;0.084;0;0;0.163;0;0.018
2023.01.02 22:00;0.116;0;0.685;0.128;0;0.008
2023.01.02 22:15;0.064;0;0.715;0.113;0;0.02
2023.01.02 22:30;0.08;0;0.028;0.14;0;0.028
2023.01.02 22:45;0.06;0;0;0.13;0;0.043
2023.01.02 23:00;0.044;0;0;0.143;0;0.02
2023.01.02 23:15;0.092;0;0;0.123;0;0.038
2023.01.02 23:30;0.044;0;0.703;0.095;0;0.01
2023.01.02 23:45;0.088;0;0.718;0.098;0;0.01
2023.01.03 0:00;0.044;0;0.711;0.068;0;0.03
2023.01.03 0:15;0.04;0;0.373;0.048;0;0.003
2023.01.03 0:30;0.092;0;0;0.048;0;0.015
2023.01.03 0:45;0.04;0;0;0.068;0;0.065
2023.01.03 1:00;0.08;0;0;0.06;0;0.003
2023.01.03 1:15;0.052;0;0.001;0.08;0;0.003
2023.01.03 1:30;0.04;0;0;0.058;0;0.04
2023.01.03 1:45;0.092;0;0;0.028;0;0.01
2023.01.03 2:00;0.04;0;0;0.033;0;0.003
2023.01.03 2:15;0.056;0;0;0.033;0;0.023
2023.01.03 2:30;0.076;0;0.001;0.063;0;0.02
2023.01.03 2:45;0.04;0;0;0.038;0;0.04
2023.01.03 3:00;0.084;0;0;0.02;0;0.015
2023.01.03 3:15;0.052;0;0;0.04;0;0.02
2023.01.03 3:30;0.04;0;0;0.028;0;0.003
2023.01.03 3:45;0.092;0;0.001;0.043;0;0.008
2023.01.03 4:00;0.04;0;0;0.045;0;0.043
2023.01.03 4:15;0.06;0;0;0.018;0;0.003
2023.01.03 4:30;0.068;0;0;0.02;0;0.003
2023.01.03 4:45;0.04;0;0;0.023;0;0.065
2023.01.03 5:00;0.092;0;0.001;0.038;0;0.013
2023.01.03 5:15;0.04;0;0.448;0.068;0;0.003
2023.01.03 5:30;0.1;0;0.156;0.025;0;0.02
2023.01.03 5:45;0.168;0;0;0.02;0;0.013
2023.01.03 6:00;0.152;0;0;0.023;0;0.005
2023.01.03 6:15;0.148;0;0;0.02;0;0.008
2023.01.03 6:30;0.144;0;0;0.043;0;0.04
2023.01.03 6:45;0.124;0;0;0.04;0;0
2023.01.03 7:00;0.14;0;0.001;0.043;0;0
2023.01.03 7:15;0.064;0;0;0.025;0;0
2023.01.03 7:30;0.084;0;0;0.02;0;0
2023.01.03 7:45;0.12;0.0003;0;0.033;0.00027;0
2023.01.03 8:00;0.116;0.0014;0;0.055;0.00126;0
2023.01.03 8:15;0.088;0.0032;0;0.03;0.00288;0
2023.01.03 8:30;0.044;0.0043;0;0.045;0.00387;0
2023.01.03 8:45;0.04;0.0053;0;0.065;0.00477;0
2023.01.03 9:00;0.092;0.0104;0;0.118;0.00936;0.055
2023.01.03 9:15;0.04;0.0215;0;0.095;0.01935;0.013
2023.01.03 9:30;0.164;0.0237;0;0.105;0.02133;0.005
2023.01.03 9:45;0.22;0.0216;0;0.065;0.01944;0.01
2023.01.03 10:00;0.16;0.0174;0;0.108;0.01566;0.003
2023.01.03 10:15;0.216;0.0173;0.001;0.113;0.01557;0
2023.01.03 10:30;0.068;0.0212;0;0.123;0.01908;0
2023.01.03 10:45;0.108;0.0201;0;0.198;0.01809;0
2023.01.03 11:00;0.192;0.0282;0;0.135;0.02538;0
2023.01.03 11:15;0.284;0.033;0;0.138;0.0297;0
2023.01.03 11:30;0.172;0.072;0.62;0.12;0.0648;0
2023.01.03 11:45;0.084;0.1142;0.675;0.115;0.10278;0
2023.01.03 12:00;0.064;0.1025;0.69;0.155;0.09225;0
2023.01.03 12:15;0.104;0.0961;0.677;0.193;0.08649;0
2023.01.03 12:30;0.04;0.0901;0.026;0.155;0.08109;0
2023.01.03 12:45;0.06;0.1006;0;0.133;0.09054;0
2023.01.03 13:00;0.072;0.0795;0;0.075;0.07155;0.053
2023.01.03 13:15;0.04;0.0586;0;0.07;0.05274;0.018
2023.01.03 13:30;0.092;0.0463;0.001;0.08;0.04167;0.008
2023.01.03 13:45;0.04;0.0594;0;0.073;0.05346;0.033
2023.01.03 14:00;0.056;0.0547;0.673;0.055;0.04923;0.008
2023.01.03 14:15;0.128;0.0348;0.717;0.058;0.03132;0.005
2023.01.03 14:30;0.308;0.0291;0.726;0.075;0.02619;0.008
2023.01.03 14:45;0.372;0.0213;0.543;0.055;0.01917;0.055
2023.01.03 15:00;0.528;0.0192;0;0.088;0.01728;0
2023.01.03 15:15;0.316;0.0138;0.001;0.075;0.01242;0
2023.01.03 15:30;0.252;0.0074;0;0.055;0.00666;0
2023.01.03 15:45;0.292;0.0048;0;0.07;0.00432;0
2023.01.03 16:00;0.348;0.0007;0;0.07;0.00063;0
2023.01.03 16:15;0.268;0;0;0.108;0;0
2023.01.03 16:30;0.288;0;0;0.105;0;0
2023.01.03 16:45;0.268;0;0;0.048;0;0
2023.01.03 17:00;0.328;0;0;0.09;0;0
2023.01.03 17:15;0.244;0;0.001;0.04;0;0
2023.01.03 17:30;0.324;0;0;0.105;0;0
2023.01.03 17:45;0.372;0;0;0.09;0;0
2023.01.03 18:00;0.224;0;0;0.115;0;0
2023.01.03 18:15;0.532;0;0;0.175;0;0
2023.01.03 18:30;0.132;0;0;0.108;0;0
2023.01.03 18:45;0.144;0;0;0.133;0;0
2023.01.03 19:00;0.152;0;0;0.14;0;0
2023.01.03 19:15;0.116;0;0;0.138;0;0
2023.01.03 19:30;0.164;0;0;0.113;0;0
2023.01.03 19:45;0.108;0;0.001;0.105;0;0
2023.01.03 20:00;0.124;0;0;0.153;0;0
2023.01.03 20:15;0.14;0;0;0.13;0;0
2023.01.03 20:30;0.112;0;0;0.163;0;0
2023.01.03 20:45;0.12;0;0;0.2;0;0
2023.01.03 21:00;0.068;0;0;0.238;0;0.008
2023.01.03 21:15;0.072;0;0;0.373;0;0.005
2023.01.03 21:30;0.096;0;0.001;0.25;0;0.038
2023.01.03 21:45;0.056;0;0;0.125;0;0.005
2023.01.03 22:00;0.1;0;0.681;0.128;0;0.008
2023.01.03 22:15;0.064;0;0.717;0.103;0;0.005
2023.01.03 22:30;0.056;0;0.029;0.105;0;0.02
2023.01.03 22:45;0.108;0;0;0.07;0;0.073
2023.01.03 23:00;0.064;0;0;0.06;0;0.015
2023.01.03 23:15;0.068;0;0.001;0.05;0;0.008
2023.01.03 23:30;0.092;0;0.699;0.043;0;0.003
2023.01.03 23:45;0.052;0;0.737;0.078;0;0.01
2023.01.04 0:00;0.144;0;0.735;0.048;0;0.025
2023.01.04 0:15;0.068;0;0.734;0.033;0;0.003
2023.01.04 0:30;0.056;0;0.731;0.033;0;0.01
2023.01.04 0:45;0.12;0;0.732;0.033;0;0.038
2023.01.04 1:00;0.052;0;0.648;0.06;0;0.025
2023.01.04 1:15;0.076;0;0.001;0.043;0;0.03
2023.01.04 1:30;0.068;0;0;0.043;0;0.003
2023.01.04 1:45;0.048;0;0;0.048;0;0.003
2023.01.04 2:00;0.096;0;0;0.033;0;0.003
2023.01.04 2:15;0.044;0;0.001;0.055;0;0.005
2023.01.04 2:30;0.044;0;0;0.048;0;0.033
2023.01.04 2:45;0.096;0;0;0.033;0;0.038
2023.01.04 3:00;0.04;0;0;0.023;0;0.013
2023.01.04 3:15;0.064;0;0;0.023;0;0.018
2023.01.04 3:30;0.068;0;0.001;0.06;0;0.005
2023.01.04 3:45;0.04;0;0;0.053;0;0.033
2023.01.04 4:00;0.084;0;0;0.02;0;0.005
2023.01.04 4:15;0.044;0;0;0.023;0;0.003
2023.01.04 4:30;0.04;0;0;0.023;0;0.003
2023.01.04 4:45;0.092;0;0.001;0.028;0;0.028
2023.01.04 5:00;0.04;0;0;0.053;0;0.045
2023.01.04 5:15;0.044;0;0;0.038;0;0.015
2023.01.04 5:30;0.084;0;0;0.035;0;0.01
2023.01.04 5:45;0.04;0;0;0.023;0;0.01
2023.01.04 6:00;0.08;0;0.614;0.023;0;0.003
2023.01.04 6:15;0.172;0;0.727;0.048;0;0.01
2023.01.04 6:30;0.092;0;0.029;0.04;0;0.028
2023.01.04 6:45;0.192;0;0;0.018;0;0
2023.01.04 7:00;1.448;0;0.001;0.023;0;0
2023.01.04 7:15;0.372;0.0006;0;0.045;0.00054;0
2023.01.04 7:30;0.104;0.0039;0;0.038;0.00351;0
2023.01.04 7:45;0.12;0.0103;0;0.053;0.00927;0
2023.01.04 8:00;0.196;0.026;0;0.023;0.0234;0
2023.01.04 8:15;0.084;0.0343;0;0.04;0.03087;0
2023.01.04 8:30;0.084;0.0502;0;0.048;0.04518;0
2023.01.04 8:45;0.04;0.0894;0.001;0.07;0.08046;0
2023.01.04 9:00;0.096;0.1181;0;0.103;0.10629;0.035
2023.01.04 9:15;0.04;0.0981;0;0.075;0.08829;0.038
2023.01.04 9:30;0.056;0.1029;0;0.19;0.09261;0.003
2023.01.04 9:45;0.08;0.1136;0;0.458;0.10224;0.003
2023.01.04 10:00;0.04;0.0916;0.001;0.423;0.08244;0
2023.01.04 10:15;0.088;0.0973;0;0.373;0.08757;0
2023.01.04 10:30;0.048;0.1574;0;0.44;0.14166;0
2023.01.04 10:45;0.08;0.1386;0;0.078;0.12474;0
2023.01.04 11:00;0.16;0.1445;0;0.125;0.13005;0
2023.01.04 11:15;0.08;0.1438;0;0.345;0.12942;0
2023.01.04 11:30;0.12;0.1402;0.683;0.408;0.12618;0
2023.01.04 11:45;0.08;0.098;0.724;0.5;0.0882;0
2023.01.04 12:00;0.088;0.0767;0.691;0.135;0.06903;0
2023.01.04 12:15;0.256;0.0574;0.678;0.13;0.05166;0
2023.01.04 12:30;0.06;0.0605;0.026;0.095;0.05445;0
2023.01.04 12:45;0.184;0.0815;0;0.093;0.07335;0
2023.01.04 13:00;0.04;0.0942;0.001;0.168;0.08478;0.005
2023.01.04 13:15;0.084;0.0865;0;0.073;0.07785;0.015
2023.01.04 13:30;0.044;0.0895;0;0.058;0.08055;0.035
2023.01.04 13:45;0.052;0.1031;0;0.053;0.09279;0.005
2023.01.04 14:00;0.072;0.0798;0.675;0.055;0.07182;0.003
2023.01.04 14:15;0.04;0.0619;0.715;0.075;0.05571;0.003
2023.01.04 14:30;0.108;0.0662;0.705;0.095;0.05958;0.038
2023.01.04 14:45;0.248;0.0657;0.699;0.083;0.05913;0.053
2023.01.04 15:00;0.3;0.045;0.028;0.083;0.0405;0.003
2023.01.04 15:15;0.296;0.0217;0;0.078;0.01953;0
2023.01.04 15:30;0.22;0.0097;0;0.078;0.00873;0
2023.01.04 15:45;0.276;0.0043;0;0.103;0.00387;0
2023.01.04 16:00;0.572;0.0022;0;0.07;0.00198;0
2023.01.04 16:15;0.7;0;0;0.09;0;0
2023.01.04 16:30;2.12;0;0.001;0.228;0;0
2023.01.04 16:45;0.42;0;0;0.123;0;0
2023.01.04 17:00;0.408;0;0;0.073;0;0
2023.01.04 17:15;0.352;0;0;0.09;0;0
2023.01.04 17:30;0.36;0;0;0.063;0;0
2023.01.04 17:45;0.248;0;0;0.048;0;0
2023.01.04 18:00;0.592;0;0;0.048;0;0
2023.01.04 18:15;0.376;0;0;0.118;0;0
2023.01.04 18:30;0.172;0;0;0.193;0;0
2023.01.04 18:45;0.232;0;0;0.473;0;0
2023.01.04 19:00;0.204;0;0;0.283;0;0
2023.01.04 19:15;0.088;0;0;0.125;0;0
2023.01.04 19:30;0.132;0;0;0.068;0;0
2023.01.04 19:45;0.16;0;0;0.073;0;0
2023.01.04 20:00;0.144;0;0;0.058;0;0
2023.01.04 20:15;0.088;0;0.001;0.07;0;0
2023.01.04 20:30;0.14;0;0;0.08;0;0
2023.01.04 20:45;0.052;0;0;0.075;0;0
2023.01.04 21:00;0.056;0;0;0.07;0;0.005
2023.01.04 21:15;0.088;0;0;0.045;0;0.018
2023.01.04 21:30;0.052;0;0;0.045;0;0.02
2023.01.04 21:45;0.096;0;0;0.045;0;0.04
2023.01.04 22:00;0.048;0;0.688;0.1;0;0.043
2023.01.04 22:15;0.06;0;0.725;0.08;0;0.013
2023.01.04 22:30;0.132;0;0.03;0.063;0;0.005
2023.01.04 22:45;0.056;0;0;0.063;0;0.008
2023.01.04 23:00;0.1;0;0;0.055;0;0.03
2023.01.04 23:15;0.04;0;0;0.085;0;0.02
2023.01.04 23:30;0.052;0;0.697;0.078;0;0.02
2023.01.04 23:45;0.076;0;0.677;0.06;0;0.015
2023.01.05 0:00;0.04;0;0;0.055;0;0.038
2023.01.05 0:15;0.084;0;0;0.035;0;0.01
2023.01.05 0:30;0.036;0;0;0.053;0;0.035
2023.01.05 0:45;0.04;0;0;0.055;0;0.003
2023.01.05 1:00;0.084;0;0.001;0.028;0;0.003
2023.01.05 1:15;0.04;0;0;0.033;0;0.003
2023.01.05 1:30;0.068;0;0;0.038;0;0.005
2023.01.05 1:45;0.052;0;0;0.065;0;0.055
2023.01.05 2:00;0.036;0;0.001;0.063;0;0.048
2023.01.05 2:15;0.088;0;0;0.033;0;0.003
2023.01.05 2:30;0.036;0;0;0.028;0;0.003
2023.01.05 2:45;0.052;0;0;0.023;0;0.003
2023.01.05 3:00;0.072;0;0;0.035;0;0.008
2023.01.05 3:15;0.036;0;0.001;0.053;0;0.035
2023.01.05 3:30;0.08;0;0;0.045;0;0.005
2023.01.05 3:45;0.044;0;0;0.028;0;0.023
2023.01.05 4:00;0.036;0;0;0.023;0;0.045
2023.01.05 4:15;0.088;0;0.001;0.025;0;0.003
2023.01.05 4:30;0.196;0;0;0.05;0;0.02
2023.01.05 4:45;0.068;0;0;0.035;0;0.025
2023.01.05 5:00;0.068;0;0;0.02;0;0.003
2023.01.05 5:15;0.036;0;0;0.033;0;0.003
2023.01.05 5:30;0.08;0;0.001;0.033;0;0.003
2023.01.05 5:45;0.12;0;0;0.053;0;0.018
2023.01.05 6:00;0.092;0;0;0.038;0;0.065
2023.01.05 6:15;0.204;0;0;0.025;0;0.025
2023.01.05 6:30;0.112;0;0;0.025;0;0.005
2023.01.05 6:45;0.144;0;0.001;0.025;0;0.005
2023.01.05 7:00;0.168;0;0;0.055;0;0.008
2023.01.05 7:15;0.14;0.0002;0;0.058;0.00018;0.015
2023.01.05 7:30;0.188;0.0021;0;0.028;0.00189;0.035
2023.01.05 7:45;0.08;0.0071;0;0.033;0.00639;0.015
2023.01.05 8:00;0.044;0.0125;0;0.063;0.01125;0.043
2023.01.05 8:15;0.092;0.0183;0.001;0.075;0.01647;0.01
2023.01.05 8:30;0.044;0.0196;0;0.078;0.01764;0.02
2023.01.05 8:45;0.048;0.0244;0;0.083;0.02196;0.028
2023.01.05 9:00;0.096;0.0205;0;0.073;0.01845;0.023
2023.01.05 9:15;0.044;0.0313;0;0.065;0.02817;0.005
2023.01.05 9:30;0.076;0.038;0;0.115;0.0342;0.005
2023.01.05 9:45;0.064;0.0398;0.001;0.128;0.03582;0.028
2023.01.05 10:00;0.04;0.0268;0;0.12;0.02412;0.035
2023.01.05 10:15;0.092;0.0456;0;0.123;0.04104;0.04
2023.01.05 10:30;0.068;0.0365;0;0.143;0.03285;0.02
2023.01.05 10:45;0.144;0.0194;0;0.148;0.01746;0.01
2023.01.05 11:00;0.084;0.0104;0;0.175;0.00936;0.005
2023.01.05 11:15;0.104;0.0127;0;0.148;0.01143;0.005
2023.01.05 11:30;0.116;0.0141;0.663;0.12;0.01269;0.045
2023.01.05 11:45;0.088;0.0161;0.711;0.123;0.01449;0.06
2023.01.05 12:00;0.228;0.0329;0.707;0.148;0.02961;0.01
2023.01.05 12:15;0.228;0.0452;0.704;0.148;0.04068;0.01
2023.01.05 12:30;0.216;0.0298;0.028;0.15;0.02682;0.018
2023.01.05 12:45;0.108;0.0258;0.001;0.125;0.02322;0.018
2023.01.05 13:00;0.04;0.023;0;0.253;0.0207;0.04
2023.01.05 13:15;0.064;0.0326;0;0.105;0.02934;0.018
2023.01.05 13:30;0.064;0.0392;0;0.088;0.03528;0.03
2023.01.05 13:45;0.036;0.0243;0;0.11;0.02187;0.03
2023.01.05 14:00;0.092;0.0215;0.663;0.053;0.01935;0.008
2023.01.05 14:15;0.052;0.0202;0.705;0.055;0.01818;0.028
2023.01.05 14:30;0.236;0.0241;0.722;0.093;0.02169;0.038
2023.01.05 14:45;0.28;0.0103;0.718;0.153;0.00927;0.013
2023.01.05 15:00;0.24;0.0081;0.027;0.113;0.00729;0.003
2023.01.05 15:15;0.26;0.0058;0;0.103;0.00522;0.003
2023.01.05 15:30;0.244;0.0031;0;0.073;0.00279;0.038
2023.01.05 15:45;0.248;0.0012;0;0.098;0.00108;0.033
